but while the new york stock exchange did n't fall ___
and any nbc effort could prompt cbs inc. and abc ___
but the networks ' push may only <unk> an increasingly ___
both sides are to sit down next month for yet ___
few people <unk> to the talks expect the studios to ___
the networks still are <unk> in their authority over what ___
studios are <unk> to get shows in prime-time <unk> and ___
and that 's why the rules for the most part ___
studio executives in on the talks including officials at paramount ___
but mr. <unk> who represents the studios asserts the whole ___
such <unk> leave network officials all the more doubtful that ___
they do n't seem to have an incentive to negotiate ___
and there 's no indication that washington is prepared to ___
congress has said repeatedly it wants no part of the ___
but recent developments have made the networks and nbc president ___
the latest <unk> sony corp. 's plan to acquire columbia ___
i wonder what walter <unk> will think of the <unk> ___
in his article mr. <unk> who was in europe last ___
he did n't mention that nbc in the meantime was ___
an nbc spokesman <unk> that mr. <unk> 's <unk> was ___
the big three 's <unk> for deregulation began <unk> in ___
although time already had a long-term contract to buy movies ___
nbc 's mr. wright led the way in <unk> the ___
he spoke up again when the sony bid for columbia ___
since nbc 's interest in the qintex bid for mgm\/ua ___
with a qintex deal nbc would move into <unk> territory ___
it 's never really been tested says william <unk> iii ___
he now runs policy communications in washington consulting to media ___
<unk> rules do n't <unk> block a network from buying ___
hence nbc might be able to take say a N ___
if the transaction raised objections the studio 's <unk> operations ___
but such <unk> would still block the networks from <unk> ___
under current rules even when a network fares well with ___
instead abc will have to sell off the rights for ___
the networks admit that the chances of getting the relief ___
the <unk> federal communications commission had ruled in favor of ___
various evidence including a <unk> institution study of some N ___
but just eight days before the rules were to die ___
network officials involved in the studio talks may hope the ___
in congress the issue <unk> it 's about money not ___
a spokesman for rep. edward j. markey <unk> who heads ___
but he said mr. markey hopes this <unk> the networks ___
and at the fcc meanwhile new chairman alfred c. <unk> ___
recognition equipment inc. said it settled a civil action filed ___
the government sued the company in april seeking $ N ___
the suit named the company former chief executive officer william ___
the suit charged the defendants with causing peter e. <unk> ___
mr. <unk> was previously sentenced to four years in prison ___
in the agreement recognition agreed to pay the government $ ___
a trial on criminal allegations against the company and the ___
they were indicted last october on charges of fraud theft ___
in a related development recognition equipment said the postal service ___
the postal service originally suspended the company oct. N N ___
the company said it will continue to pursue a lifting ___
intel corp. reported a N N drop in third-quarter net ___
the big semiconductor and computer maker said it had net ___
the lower net included a charge of $ N million ___
earning also fell from the year-ago period because of slowing ___
sales amounted to $ N million down N N from ___
intel 's stock rose in early over-the-counter trading friday as ___
but intel later <unk> to the stock market 's plunge ___
in august intel warned that third-quarter earnings might be flat ___
on friday andrew <unk> intel president and chief executive officer ___
our bookings improved as the quarter <unk> and september was ___
for the full quarter our bookings were higher than the ___
for the nine-month period intel reported net of $ N ___
revenue amounted to $ N billion up slightly from $ ___
after N years in prison mr. sisulu the <unk> former ___
at the same time six anc colleagues five of whom ___
